epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
64,30991.2,1.62143,1.75593,1.47993,0.51472,0.46719,0.49373,0.28838,1.58491,1.71239,1.44134,0.005842,0.005842,0.005842
65,31465,1.61318,1.75428,1.47983,0.5154,0.46801,0.49582,0.28828,1.58455,1.70977,1.44036,0.005776,0.005776,0.005776
66,31937,1.61794,1.74997,1.48138,0.51715,0.47015,0.49664,0.29038,1.58412,1.7067,1.43955,0.00571,0.00571,0.00571
67,32410.5,1.6121,1.73182,1.48036,0.51391,0.4721,0.49759,0.28988,1.58323,1.70411,1.43884,0.005644,0.005644,0.005644
68,32882.7,1.60579,1.73411,1.47833,0.50971,0.47172,0.49803,0.29045,1.58267,1.70098,1.43813,0.005578,0.005578,0.005578
69,33357,1.60914,1.72565,1.478,0.51797,0.47092,0.49952,0.29103,1.58245,1.69777,1.43785,0.005512,0.005512,0.005512
70,33829.2,1.60391,1.70975,1.47219,0.5078,0.46821,0.49987,0.29242,1.58201,1.69563,1.43721,0.005446,0.005446,0.005446
71,34301.2,1.60421,1.72005,1.46898,0.50747,0.46835,0.50055,0.29264,1.58208,1.6924,1.43681,0.00538,0.00538,0.00538
72,34773.8,1.60215,1.71259,1.47787,0.51425,0.46908,0.5001,0.29306,1.58213,1.68969,1.4369,0.005314,0.005314,0.005314
73,35246.8,1.60109,1.70444,1.47207,0.51405,0.47095,0.50065,0.29398,1.58195,1.68682,1.43659,0.005248,0.005248,0.005248
74,35720.5,1.60428,1.69694,1.47323,0.51319,0.46378,0.50335,0.29434,1.58263,1.68338,1.43658,0.005182,0.005182,0.005182
75,36193.3,1.59288,1.68841,1.4625,0.47347,0.49394,0.50519,0.29508,1.58204,1.67985,1.43573,0.005116,0.005116,0.005116
76,36667.5,1.59205,1.69052,1.45809,0.48213,0.49098,0.50895,0.29593,1.58182,1.67705,1.43501,0.00505,0.00505,0.00505
77,37139.6,1.58904,1.68123,1.46122,0.48118,0.49217,0.50999,0.29687,1.58093,1.67473,1.43412,0.004984,0.004984,0.004984
78,37613.6,1.59185,1.6876,1.46146,0.5007,0.50346,0.51187,0.29791,1.58077,1.67316,1.43344,0.004918,0.004918,0.004918
79,38087,1.57911,1.66374,1.45019,0.49939,0.50109,0.51229,0.29819,1.58042,1.6709,1.43284,0.004852,0.004852,0.004852
80,38560.1,1.58188,1.66619,1.45045,0.50753,0.50175,0.5142,0.29907,1.58029,1.6687,1.43186,0.004786,0.004786,0.004786
81,39033.6,1.57655,1.66434,1.44983,0.49426,0.50543,0.51488,0.29934,1.58033,1.66664,1.43179,0.00472,0.00472,0.00472
82,39505.8,1.58113,1.66697,1.45101,0.48692,0.50586,0.51502,0.29995,1.57998,1.66356,1.43078,0.004654,0.004654,0.004654
83,39981.7,1.56913,1.6419,1.44394,0.50454,0.50199,0.51825,0.30146,1.5795,1.66102,1.42984,0.004588,0.004588,0.004588
84,40456.2,1.57703,1.64596,1.44486,0.51208,0.50441,0.51863,0.302,1.57949,1.65882,1.42926,0.004522,0.004522,0.004522
85,40928.7,1.57806,1.65098,1.44544,0.51302,0.50336,0.51949,0.30253,1.57905,1.65608,1.42826,0.004456,0.004456,0.004456
86,41400.7,1.57364,1.63641,1.4396,0.51114,0.50466,0.51939,0.30265,1.57863,1.65261,1.42735,0.00439,0.00439,0.00439
87,41873,1.56839,1.63702,1.4399,0.51408,0.50369,0.51925,0.30421,1.57801,1.64976,1.42646,0.004324,0.004324,0.004324
88,42347.6,1.56073,1.62079,1.43502,0.51368,0.50097,0.52171,0.30535,1.57778,1.64682,1.4257,0.004258,0.004258,0.004258
89,42823.3,1.56552,1.61493,1.43432,0.51665,0.50071,0.52085,0.30558,1.57771,1.64405,1.4249,0.004192,0.004192,0.004192
90,43296.1,1.56,1.62876,1.43184,0.5146,0.50462,0.52264,0.30623,1.57713,1.64079,1.42405,0.004126,0.004126,0.004126
91,43770.1,1.55831,1.60502,1.42973,0.49169,0.51605,0.52451,0.30718,1.57676,1.63743,1.42296,0.00406,0.00406,0.00406
92,44241.6,1.56274,1.60289,1.43216,0.49926,0.51317,0.52393,0.30702,1.57645,1.6344,1.42203,0.003994,0.003994,0.003994
93,44715.2,1.55391,1.59972,1.42695,0.4985,0.52024,0.52432,0.30793,1.57639,1.63137,1.42122,0.003928,0.003928,0.003928
94,45187.7,1.55412,1.59079,1.42426,0.50371,0.51959,0.52536,0.30884,1.57597,1.62856,1.42085,0.003862,0.003862,0.003862
95,45663.9,1.54256,1.58335,1.41888,0.51489,0.53004,0.52684,0.3095,1.57529,1.62647,1.4199,0.003796,0.003796,0.003796
96,46136.8,1.55013,1.57798,1.42068,0.51466,0.53174,0.52723,0.30948,1.57489,1.62368,1.41927,0.00373,0.00373,0.00373
97,46612,1.5377,1.57783,1.41305,0.51518,0.52966,0.5283,0.31101,1.57441,1.62124,1.41844,0.003664,0.003664,0.003664
98,47087.4,1.53734,1.56895,1.41011,0.50995,0.53139,0.5306,0.31137,1.57417,1.61868,1.41755,0.003598,0.003598,0.003598
99,47562.6,1.54188,1.56261,1.41328,0.52138,0.51728,0.53171,0.31178,1.57408,1.61715,1.41683,0.003532,0.003532,0.003532
100,48020.1,1.52854,1.54837,1.41315,0.54104,0.51329,0.53143,0.31086,1.57371,1.61552,1.41595,0.003466,0.003466,0.003466
101,48461.3,1.52718,1.5561,1.41501,0.54476,0.50618,0.53215,0.31115,1.57318,1.61341,1.41528,0.0034,0.0034,0.0034
102,48899.1,1.525,1.55115,1.40726,0.5507,0.50379,0.53311,0.31192,1.57318,1.61082,1.41485,0.003334,0.003334,0.003334
103,49335.1,1.52679,1.53749,1.40464,0.54618,0.49534,0.53426,0.31278,1.57295,1.60928,1.41377,0.003268,0.003268,0.003268
104,49769.2,1.52125,1.52983,1.4051,0.55194,0.49266,0.53545,0.3136,1.57296,1.60794,1.41359,0.003202,0.003202,0.003202
105,50201.5,1.51176,1.51466,1.3976,0.55864,0.49417,0.53578,0.3138,1.57274,1.60624,1.41303,0.003136,0.003136,0.003136
106,50634.3,1.51811,1.51592,1.398,0.53116,0.52267,0.53673,0.31499,1.57283,1.6043,1.41252,0.00307,0.00307,0.00307
107,51067,1.50915,1.51656,1.39229,0.53166,0.52865,0.5374,0.3153,1.57294,1.60274,1.41192,0.003004,0.003004,0.003004
108,51499.5,1.5075,1.51158,1.38954,0.53249,0.52923,0.53869,0.31636,1.57361,1.60019,1.41124,0.002938,0.002938,0.002938
109,51931.7,1.50677,1.50301,1.39176,0.53611,0.52627,0.54055,0.31736,1.57312,1.59777,1.41028,0.002872,0.002872,0.002872
110,52363.5,1.49331,1.49178,1.38223,0.53491,0.52737,0.54137,0.31781,1.57342,1.59556,1.40992,0.002806,0.002806,0.002806
111,52794.8,1.49784,1.49153,1.38869,0.53703,0.52357,0.54042,0.31891,1.5733,1.5932,1.40933,0.00274,0.00274,0.00274
112,53255.3,1.49499,1.47423,1.38566,0.53797,0.53054,0.53849,0.31811,1.57339,1.59251,1.40866,0.002674,0.002674,0.002674
113,53746.9,1.48762,1.46632,1.3803,0.52804,0.53361,0.53933,0.31868,1.57364,1.59046,1.40834,0.002608,0.002608,0.002608
114,54240.5,1.48258,1.45809,1.37717,0.52181,0.53785,0.54081,0.31937,1.57418,1.58835,1.40812,0.002542,0.002542,0.002542
115,54745.4,1.488,1.45968,1.37836,0.51888,0.53971,0.54031,0.31841,1.57408,1.58687,1.40773,0.002476,0.002476,0.002476
116,55227.6,1.47664,1.43729,1.36483,0.5197,0.53938,0.53973,0.31823,1.57457,1.58527,1.40731,0.00241,0.00241,0.00241
117,55715.1,1.47737,1.45037,1.37263,0.52034,0.53512,0.54001,0.31834,1.57415,1.58426,1.4067,0.002344,0.002344,0.002344
118,56205.5,1.47936,1.4399,1.37346,0.53737,0.53023,0.54212,0.31943,1.57426,1.58227,1.40643,0.002278,0.002278,0.002278
119,56689.7,1.47451,1.42668,1.36792,0.54165,0.53005,0.54195,0.31945,1.57498,1.58067,1.40616,0.002212,0.002212,0.002212
120,57175.1,1.46688,1.42359,1.36228,0.54718,0.51969,0.54311,0.32028,1.57451,1.57961,1.4056,0.002146,0.002146,0.002146
121,57686.2,1.46607,1.41008,1.35824,0.55946,0.51358,0.54165,0.31906,1.57515,1.5778,1.40562,0.00208,0.00208,0.00208
122,58175.7,1.45638,1.41232,1.35223,0.55881,0.51515,0.54442,0.32015,1.57556,1.57622,1.405,0.002014,0.002014,0.002014
123,58661.1,1.45465,1.39519,1.3499,0.56615,0.51523,0.54561,0.32051,1.5759,1.57462,1.40464,0.001948,0.001948,0.001948
124,59145.6,1.44804,1.36858,1.34494,0.56953,0.51605,0.54656,0.32102,1.57621,1.5734,1.40422,0.001882,0.001882,0.001882
125,59629.1,1.44614,1.38298,1.34526,0.56897,0.51724,0.54286,0.32017,1.57632,1.57139,1.40375,0.001816,0.001816,0.001816
126,60118.7,1.44521,1.37377,1.34582,0.57027,0.52013,0.54216,0.31954,1.57668,1.57031,1.40346,0.00175,0.00175,0.00175
127,60603.7,1.44283,1.3746,1.34292,0.57106,0.52149,0.54798,0.32218,1.57759,1.56889,1.40354,0.001684,0.001684,0.001684
128,61087.6,1.43555,1.36518,1.33794,0.56539,0.52716,0.54811,0.32209,1.57866,1.56733,1.40379,0.001618,0.001618,0.001618
129,61570.6,1.4315,1.34645,1.33658,0.56763,0.52669,0.54801,0.32216,1.579,1.56581,1.4033,0.001552,0.001552,0.001552
130,62054.7,1.42274,1.34575,1.32804,0.56376,0.52782,0.54705,0.3224,1.57969,1.56452,1.40326,0.001486,0.001486,0.001486
131,62538.2,1.42681,1.33803,1.33068,0.56562,0.52587,0.54754,0.32229,1.58057,1.56282,1.40342,0.00142,0.00142,0.00142
132,63021.3,1.42001,1.32713,1.32779,0.56934,0.52417,0.54754,0.32209,1.58144,1.56186,1.40356,0.001354,0.001354,0.001354
133,63504.2,1.40704,1.31919,1.32145,0.56629,0.5244,0.54897,0.32334,1.58255,1.56071,1.40372,0.001288,0.001288,0.001288
134,63989.2,1.41154,1.3171,1.31857,0.56344,0.52767,0.54978,0.32374,1.58346,1.56054,1.40372,0.001222,0.001222,0.001222
135,64473.1,1.41168,1.31198,1.32342,0.55657,0.52831,0.54607,0.32273,1.58437,1.5599,1.40417,0.001156,0.001156,0.001156
136,64954.4,1.39742,1.29296,1.31734,0.56176,0.5278,0.54868,0.32463,1.58583,1.55928,1.40475,0.00109,0.00109,0.00109
137,65436.7,1.39864,1.29369,1.31694,0.5588,0.53051,0.54835,0.32502,1.58727,1.55842,1.4052,0.001024,0.001024,0.001024
138,65920.2,1.39839,1.28551,1.31369,0.55581,0.53201,0.54904,0.32527,1.58855,1.55791,1.4058,0.000958,0.000958,0.000958
139,66402.8,1.38799,1.27537,1.30674,0.55581,0.53152,0.54919,0.3248,1.5899,1.55735,1.40603,0.000892,0.000892,0.000892
140,66887.1,1.38184,1.26968,1.30483,0.55742,0.53098,0.54905,0.32676,1.59137,1.55624,1.40676,0.000826,0.000826,0.000826
141,67443.1,1.35645,1.14662,1.30418,0.55724,0.5336,0.54795,0.32641,1.59208,1.5565,1.40718,0.00076,0.00076,0.00076
142,67954.8,1.34129,1.12337,1.29549,0.55843,0.53518,0.54845,0.3275,1.59309,1.55645,1.40764,0.000694,0.000694,0.000694
143,68466.5,1.33954,1.1075,1.29707,0.56178,0.53637,0.55004,0.32726,1.59451,1.55619,1.40815,0.000628,0.000628,0.000628
144,68977.3,1.32665,1.08891,1.28755,0.565,0.53592,0.54899,0.3275,1.59631,1.55614,1.40933,0.000562,0.000562,0.000562
145,69489,1.32392,1.08592,1.28904,0.5621,0.53701,0.5488,0.32727,1.59815,1.55598,1.41042,0.000496,0.000496,0.000496
146,70000.1,1.3112,1.07311,1.27661,0.56327,0.53564,0.54908,0.32727,1.60031,1.55574,1.41149,0.00043,0.00043,0.00043
147,70513.2,1.30144,1.06159,1.27018,0.56286,0.53673,0.54911,0.32771,1.60231,1.55574,1.41256,0.000364,0.000364,0.000364
148,71027.7,1.30413,1.06154,1.27441,0.56693,0.53516,0.55033,0.32816,1.6037,1.55646,1.41338,0.000298,0.000298,0.000298
149,71539.9,1.29488,1.04999,1.26586,0.56357,0.53539,0.55054,0.3281,1.60517,1.55648,1.41431,0.000232,0.000232,0.000232
150,72053.2,1.2901,1.03778,1.26409,0.56203,0.53578,0.55072,0.3274,1.60691,1.55574,1.41521,0.000166,0.000166,0.000166
