Epoch,Train_Loss,Train_Acc,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,2.8930709898939933,0.8109810718281938,0.18559919436052366,0.42298289402723765,0.169163504968383,0.24167425155901973
2,0.9819508444663582,0.863169892621131,0.25045317220543806,0.5092963996198504,0.22981029810298104,0.3167108559021716
3,0.9138794967284267,0.8859867291105501,0.44254783484390736,0.6303840872420411,0.4164372177055104,0.5015476741563949
4,0.8628885776757973,0.9052340029261445,0.46943605236656594,0.6095088703398586,0.4467353206865401,0.5155799065516701
5,0.817484571765871,0.9230630455888319,0.670392749244713,0.7207962129067806,0.6454308943089431,0.6810348614133669
6,0.7829433325420295,0.9370367937130647,0.8015609264853978,0.8013105015561506,0.7799801264679315,0.7905014489649267
