Epoch,Train_Loss,Train_Acc,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,1.797781805687628,0.80122656138386,0.7117321248741189,0.7169473552126254,0.6753044263775971,0.6955031106540154
2,1.0088233530813964,0.8520013222919867,0.7534743202416918,0.7416121269298586,0.7156314363143631,0.7283901812562271
3,0.955886844092554,0.8710243904473789,0.77865055387714,0.7713150331304582,0.7499548328816621,0.7604849733687656
4,0.9091112461665595,0.8893122726007127,0.7814199395770393,0.7690246025769618,0.7537777777777778,0.7613248619323342
5,0.8640234953406714,0.9066199067513017,0.8168680765357502,0.8071685989022126,0.7870171635049685,0.7969655182706924
6,0.8274598253356302,0.9214018380692869,0.825226586102719,0.8125071847253592,0.8033712737127372,0.807913402749986
