Epoch,Train_Loss,Train_Acc,Val_Acc,Val_Precision,Val_Recall,Val_F1
1,2.6084539669804436,0.8222247249830803,0.7382175226586103,0.7307253056426921,0.7034905149051491,0.7168493251238021
2,0.9657534514425195,0.8708627538086284,0.7638469284994964,0.7591517707981398,0.7329683830171635,0.7458303468172376
3,0.9011973587073794,0.8919474712208572,0.7977341389728096,0.7832377971601393,0.7706775067750677,0.7769068895823699
4,0.854937294633275,0.9097066451429233,0.8137462235649546,0.8074761772943057,0.7837018970189702,0.795411427745179
5,0.8135963146308872,0.9256158616640648,0.839778449144008,0.8247975987716306,0.813026196928636,0.818869596015921
6,0.7839280930161946,0.9376322422338809,0.8453675730110776,0.831917994117334,0.8223649503161697,0.8271138890738035
