epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
84,48064.7,1.56186,1.63005,1.48564,0.55998,0.49789,0.53538,0.31163,1.56558,1.62867,1.47658,0.004522,0.004522,0.004522
85,48607.1,1.57267,1.63084,1.49357,0.56386,0.49672,0.53466,0.3106,1.56537,1.62583,1.47613,0.004456,0.004456,0.004456
86,49148.3,1.56267,1.62203,1.4857,0.56993,0.49872,0.53599,0.31104,1.56488,1.62329,1.47523,0.00439,0.00439,0.00439
87,49689.4,1.55912,1.61442,1.48632,0.56108,0.50046,0.53798,0.31146,1.56419,1.62026,1.4746,0.004324,0.004324,0.004324
88,50231,1.54736,1.60556,1.47659,0.55819,0.49876,0.53875,0.31316,1.56388,1.61766,1.47359,0.004258,0.004258,0.004258
89,50773.4,1.55394,1.60407,1.48503,0.56355,0.49822,0.53998,0.31442,1.56315,1.61504,1.47296,0.004192,0.004192,0.004192
90,51319,1.55111,1.60907,1.48155,0.57182,0.50117,0.53838,0.31387,1.56298,1.6119,1.47226,0.004126,0.004126,0.004126
91,51864.8,1.5519,1.58524,1.47931,0.57128,0.50204,0.54022,0.31518,1.5624,1.60898,1.47151,0.00406,0.00406,0.00406
92,52406.2,1.54959,1.58394,1.47749,0.54503,0.52463,0.54122,0.3154,1.56173,1.60599,1.47116,0.003994,0.003994,0.003994
93,52947.5,1.54087,1.5803,1.46908,0.53813,0.52468,0.54535,0.31608,1.56141,1.60379,1.47055,0.003928,0.003928,0.003928
94,53489.1,1.54042,1.5711,1.47024,0.53937,0.52909,0.54608,0.31692,1.56078,1.60095,1.46954,0.003862,0.003862,0.003862
95,54040.3,1.52984,1.56351,1.46458,0.54069,0.53474,0.54529,0.31695,1.56077,1.59871,1.46886,0.003796,0.003796,0.003796
96,54625.8,1.53873,1.56066,1.4641,0.54416,0.53202,0.54711,0.31789,1.56061,1.59568,1.46834,0.00373,0.00373,0.00373
97,55193,1.52992,1.56212,1.4586,0.54582,0.53087,0.54753,0.31834,1.56073,1.59335,1.46798,0.003664,0.003664,0.003664
98,55751,1.52968,1.54332,1.45698,0.56868,0.51558,0.54319,0.31823,1.56053,1.59109,1.46722,0.003598,0.003598,0.003598
99,56305.8,1.53385,1.53548,1.45976,0.56525,0.51594,0.54294,0.31782,1.56043,1.58822,1.4669,0.003532,0.003532,0.003532
100,56860.1,1.51704,1.52583,1.4551,0.56641,0.51885,0.54426,0.31904,1.55984,1.58576,1.46612,0.003466,0.003466,0.003466
101,57414.7,1.51724,1.53288,1.45788,0.56832,0.52024,0.54774,0.321,1.5595,1.58298,1.46542,0.0034,0.0034,0.0034
102,58020.5,1.51374,1.53332,1.45452,0.57864,0.51473,0.54864,0.321,1.55862,1.58061,1.46467,0.003334,0.003334,0.003334
103,58688.8,1.51492,1.51761,1.44862,0.58858,0.50973,0.54942,0.32178,1.55825,1.57846,1.46411,0.003268,0.003268,0.003268
104,59289.2,1.51061,1.50572,1.44939,0.58345,0.50916,0.54965,0.3224,1.5577,1.57633,1.46372,0.003202,0.003202,0.003202
105,59848.7,1.49803,1.49119,1.4366,0.58157,0.51124,0.55068,0.3228,1.55776,1.57465,1.46336,0.003136,0.003136,0.003136
106,60400.4,1.50173,1.495,1.4372,0.57533,0.51547,0.55252,0.32415,1.55744,1.57286,1.46281,0.00307,0.00307,0.00307
107,60952,1.49986,1.49277,1.43854,0.5699,0.52138,0.55344,0.32508,1.55681,1.57021,1.46207,0.003004,0.003004,0.003004
108,61504.1,1.4995,1.48341,1.43584,0.57012,0.52539,0.55438,0.3257,1.55656,1.56724,1.46129,0.002938,0.002938,0.002938
109,62057,1.49579,1.48124,1.43565,0.57372,0.52464,0.55501,0.32586,1.55642,1.56475,1.46119,0.002872,0.002872,0.002872
110,62615.8,1.48256,1.46257,1.4285,0.57454,0.52524,0.5552,0.32647,1.55661,1.5632,1.46083,0.002806,0.002806,0.002806
111,63167.3,1.48724,1.46914,1.43311,0.57246,0.52571,0.55578,0.32681,1.5567,1.56103,1.46069,0.00274,0.00274,0.00274
112,63718.2,1.4828,1.4594,1.42967,0.57493,0.52388,0.55628,0.32687,1.55631,1.55902,1.46015,0.002674,0.002674,0.002674
113,64276.8,1.47376,1.44289,1.42016,0.57544,0.52392,0.55673,0.32748,1.55683,1.55681,1.45974,0.002608,0.002608,0.002608
114,64831.9,1.47407,1.43612,1.42023,0.56892,0.53059,0.56055,0.32913,1.55636,1.55408,1.45888,0.002542,0.002542,0.002542
115,65390.2,1.47176,1.42843,1.42098,0.568,0.53261,0.56126,0.32937,1.55634,1.55183,1.45836,0.002476,0.002476,0.002476
116,65944.8,1.46293,1.41645,1.41146,0.56918,0.53227,0.56174,0.32971,1.55669,1.54936,1.45793,0.00241,0.00241,0.00241
117,66498.6,1.4643,1.42129,1.41627,0.56969,0.53176,0.56221,0.33019,1.55708,1.54708,1.4579,0.002344,0.002344,0.002344
118,67072,1.46893,1.41264,1.41416,0.58328,0.51997,0.55846,0.32898,1.55679,1.54553,1.45759,0.002278,0.002278,0.002278
119,67703.3,1.46135,1.40056,1.41036,0.58177,0.51814,0.56042,0.32942,1.55705,1.54381,1.45756,0.002212,0.002212,0.002212
120,68355.1,1.45561,1.39815,1.4033,0.57835,0.519,0.5579,0.32924,1.55806,1.54188,1.45765,0.002146,0.002146,0.002146
121,69005.6,1.45106,1.38528,1.40204,0.57069,0.52136,0.5572,0.32924,1.55877,1.54005,1.45797,0.00208,0.00208,0.00208
122,69639.1,1.44362,1.38575,1.3943,0.57979,0.51707,0.5603,0.33159,1.55979,1.53831,1.45797,0.002014,0.002014,0.002014
123,70277.9,1.44122,1.36605,1.39114,0.5775,0.51663,0.56058,0.33164,1.56094,1.53704,1.45825,0.001948,0.001948,0.001948
124,70913.6,1.43411,1.35063,1.38759,0.58074,0.5153,0.56115,0.33175,1.56215,1.53585,1.4584,0.001882,0.001882,0.001882
125,71568.1,1.4287,1.35506,1.38759,0.58344,0.51439,0.55141,0.33102,1.56258,1.53498,1.45829,0.001816,0.001816,0.001816
126,72246.6,1.4298,1.34454,1.3848,0.58301,0.51351,0.55191,0.33116,1.56292,1.53386,1.45822,0.00175,0.00175,0.00175
127,72920.5,1.42602,1.34642,1.38142,0.58259,0.51213,0.55261,0.33158,1.56333,1.53313,1.45815,0.001684,0.001684,0.001684
128,73524.8,1.42177,1.33808,1.37686,0.57483,0.51684,0.55373,0.33243,1.5637,1.53236,1.45802,0.001618,0.001618,0.001618
129,74085.9,1.41488,1.3187,1.37717,0.56937,0.51639,0.55539,0.33402,1.56458,1.53176,1.45806,0.001552,0.001552,0.001552
130,74647.8,1.40516,1.31577,1.3719,0.56807,0.52034,0.55584,0.33426,1.56534,1.53101,1.45819,0.001486,0.001486,0.001486
131,75211.1,1.41499,1.31066,1.37385,0.56524,0.5244,0.55532,0.334,1.56632,1.53013,1.45862,0.00142,0.00142,0.00142
132,75772.4,1.40215,1.29365,1.36602,0.56902,0.5218,0.55524,0.33427,1.56736,1.52968,1.4588,0.001354,0.001354,0.001354
133,76326.8,1.39223,1.28632,1.35956,0.57071,0.51874,0.55564,0.3338,1.56786,1.52919,1.45891,0.001288,0.001288,0.001288
134,76879.5,1.39549,1.28541,1.35626,0.56459,0.51033,0.5527,0.33632,1.56898,1.52839,1.45917,0.001222,0.001222,0.001222
135,77432.4,1.395,1.27587,1.36075,0.56628,0.50788,0.55204,0.33646,1.57013,1.52795,1.45945,0.001156,0.001156,0.001156
136,77990.6,1.37756,1.25792,1.35297,0.56673,0.50856,0.55244,0.3367,1.57056,1.52763,1.45974,0.00109,0.00109,0.00109
137,78551,1.38174,1.2611,1.35567,0.56851,0.50943,0.55375,0.33687,1.57199,1.52702,1.46039,0.001024,0.001024,0.001024
138,79115,1.37962,1.25203,1.34882,0.56571,0.50817,0.55456,0.33702,1.57288,1.52643,1.46047,0.000958,0.000958,0.000958
139,79672.9,1.36988,1.23826,1.34512,0.57737,0.51003,0.56309,0.33779,1.57383,1.52581,1.46091,0.000892,0.000892,0.000892
140,80225.1,1.36404,1.23979,1.34145,0.57605,0.50941,0.56377,0.33784,1.57449,1.52546,1.46133,0.000826,0.000826,0.000826
141,80804.2,1.33525,1.09754,1.33668,0.5785,0.51397,0.5644,0.3379,1.57508,1.52553,1.46186,0.00076,0.00076,0.00076
142,81356.5,1.3198,1.07052,1.32939,0.57365,0.51882,0.5646,0.33808,1.57667,1.52472,1.46277,0.000694,0.000694,0.000694
143,81909,1.31359,1.05266,1.32678,0.58457,0.51157,0.56465,0.33782,1.57801,1.52426,1.46371,0.000628,0.000628,0.000628
144,82465.2,1.30236,1.03614,1.31819,0.58563,0.51187,0.56426,0.33738,1.58029,1.52409,1.46479,0.000562,0.000562,0.000562
145,83029.5,1.30047,1.03083,1.31762,0.5874,0.51124,0.56569,0.33743,1.5826,1.52441,1.46578,0.000496,0.000496,0.000496
146,83587.7,1.2863,1.0205,1.30807,0.58385,0.5125,0.56567,0.33789,1.58458,1.52474,1.46685,0.00043,0.00043,0.00043
147,84260.8,1.27686,1.01452,1.30267,0.59642,0.50544,0.56558,0.33761,1.58668,1.52559,1.46826,0.000364,0.000364,0.000364
148,84933.7,1.27555,1.00301,1.30162,0.59363,0.50565,0.56561,0.33732,1.58789,1.52603,1.46931,0.000298,0.000298,0.000298
149,85596.6,1.26741,0.99292,1.29505,0.58346,0.51243,0.56483,0.33617,1.59013,1.52557,1.47076,0.000232,0.000232,0.000232
150,86264.5,1.2618,0.9834,1.29152,0.58729,0.50624,0.56546,0.33624,1.59242,1.52632,1.47243,0.000166,0.000166,0.000166
